Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,BSA,Budget SubActivity (BSA) Title,Budget Line Item,Budget Line Item (BLI) Title,Cost Type,Cost Type Title,FY 2024 Actuals Quantity,FY 2024 Actuals Amount,FY 2025 Enacted Quantity,FY 2025 Enacted Amount,FY 2026 Disc Request Quantity,FY 2026 Disc Request Amount,FY 2026 Reconciliation Request Quantity,FY 2026 Reconciliation Request Amount,FY 2026 Total Quantity,FY 2026 Total Amount
1810N,"Other Procurement, Navy",N,01,Ships support equipment,3,06,Navigation Equipment,0670,Other Navigation Equipment,A,Weapon System Cost,,"103,852",,"97,206",,"96,945",,,,"96,945"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,4,09,Other Shipboard Equipment,0840,"Sub Periscope, Imaging and Supt Equip Prog",A,Weapon System Cost,,"272,778",,"290,575",,"135,863",,"141,550",,"277,413"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,5,09,Other Shipboard Equipment,0900,DDG Mod,A,Weapon System Cost,,"641,676",,"861,066",,"686,787",,"310,698",,"997,485"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,6,09,Other Shipboard Equipment,0910,Firefighting Equipment,A,Weapon System Cost,,"33,532",,"38,521",,"36,488",,,,"36,488"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,7,09,Other Shipboard Equipment,0925,Command and Control Switchboard,A,Weapon System Cost,,"2,456",,"2,402",,"2,417",,,,"2,417"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,8,09,Other Shipboard Equipment,0933,LHA/LHD Midlife,A,Weapon System Cost,,"102,334",,"81,602",,"86,884",,"36,500",,"123,384"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,9,09,Other Shipboard Equipment,0934,LCC 19/20 Extended Service Life Program,A,Weapon System Cost,,"10,522",,"7,352",,"19,276",,,,"19,276"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,10,09,Other Shipboard Equipment,0935,Pollution Control Equipment,A,Weapon System Cost,,"22,757",,"23,440",,"22,477",,,,"22,477"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,11,09,Other Shipboard Equipment,0941,Submarine Support Equipment,A,Weapon System Cost,,"210,652",,"293,766",,"383,062",,,,"383,062"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,12,09,Other Shipboard Equipment,0942,Virginia Class Support Equipment,A,Weapon System Cost,,"32,055",,"43,565",,"52,039",,,,"52,039"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,13,09,Other Shipboard Equipment,0944,LCS Class Support Equipment,A,Weapon System Cost,,"17,816",,"7,318",,"2,551",,,,"2,551"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,14,09,Other Shipboard Equipment,0945,Submarine Batteries,A,Weapon System Cost,,"31,202",,"30,470",,"28,169",,,,"28,169"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,15,09,Other Shipboard Equipment,0946,LPD Class Support Equipment,A,Weapon System Cost,,"80,933",,"38,115",,"101,042",,"24,500",,"125,542"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,16,09,Other Shipboard Equipment,0947,DDG 1000 Class Support Equipment,A,Weapon System Cost,,"220,771",,"340,668",,"115,267",,,,"115,267"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,17,09,Other Shipboard Equipment,0950,Strategic Platform Support Equip,A,Weapon System Cost,,"23,756",,"53,931",,"38,039",,"15,701",,"53,740"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,19,09,Other Shipboard Equipment,0955,DSSP Equipment,A,Weapon System Cost,,"4,620",,"4,586",,"5,849",,,,"5,849"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,20,09,Other Shipboard Equipment,0960,CG Modernization,A,Weapon System Cost,,"30,000",,,,,,,,
1810N,"Other Procurement, Navy",N,01,Ships support equipment,21,09,Other Shipboard Equipment,0970,LCAC,A,Weapon System Cost,,"10,239",,"11,013",,,,"20,321",,"20,321"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,22,09,Other Shipboard Equipment,0977,Underwater EOD Equipment,A,Weapon System Cost,,"19,536",,"16,650",,"22,355",,,,"22,355"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,23,09,Other Shipboard Equipment,0981,Items Less Than $5 Million,A,Weapon System Cost,,"85,944",,"66,351",,"11,691",,"75,203",,"86,894"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,24,09,Other Shipboard Equipment,0989,Chemical Warfare Detectors,A,Weapon System Cost,,"3,286",,"3,254",,"2,607",,12,,"2,619"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,26,10,Reactor Plant Equipment,1000,"Ship Maintenance, Repair and Modernization",A,Weapon System Cost,,"2,839,179",,"2,392,190",,"2,392,620",,,,"2,392,620"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,27,10,Reactor Plant Equipment,1010,Reactor Power Units,A,Weapon System Cost,,"2,016",,,,,,,,
1810N,"Other Procurement, Navy",N,01,Ships support equipment,28,10,Reactor Plant Equipment,1020,Reactor Components,A,Weapon System Cost,,"389,890",,"445,974",,"399,603",,,,"399,603"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,29,11,Ocean Engineering,1130,Diving and Salvage Equipment,A,Weapon System Cost,,"17,754",,"17,499",,"7,842",,"5,387",,"13,229"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,30,12,Small Boats,0954,Medium Unmanned Surface Vehicle (MUSVs),A,Weapon System Cost,,,,,,,,"1,094,000",,"1,094,000"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,31,12,Small Boats,1210,Standard Boats,A,Weapon System Cost,,"223,529",,"422,832",,"51,546",,"814,969",,"866,515"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,32,14,Production Facilities Equipment,1445,Operating Forces Ipe,A,Weapon System Cost,,"210,764",,"222,304",,"208,998",,,,"208,998"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,33,15,Other Ship Support,1600,LCS Common Mission Modules Equipment,A,Weapon System Cost,,"49,028",,"56,105",,"38,880",,,,"38,880"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,34,15,Other Ship Support,1601,LCS MCM Mission Modules,A,Weapon System Cost,,"87,828",,"118,247",,"91,372",,,,"91,372"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,36,15,Other Ship Support,1603,LCS SUW Mission Modules,A,Weapon System Cost,,"12,094",,"11,101",,"3,790",,,,"3,790"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,37,15,Other Ship Support,1604,LCS In-Service Modernization,A,Weapon System Cost,,"154,561",,"188,254",,"203,442",,"34,286",,"237,728"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,38,15,Other Ship Support,1611,Small & Medium UUV,A,Weapon System Cost,,"56,815",,"48,780",,"54,854",,"66,421",,"121,275"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,39,15,Other Ship Support,1613,Extra Large UUV,A,Weapon System Cost,,,,,,,,"3,313",,"3,313"
1810N,"Other Procurement, Navy",N,01,Ships support equipment,40,16,Logistic Support,1610,LSD Midlife & Modernization,A,Weapon System Cost,,"3,989",,"56,667",,"4,079",,,,"4,079"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,42,02,Ship Sonars,2026,SPQ-9B Radar,A,Weapon System Cost,,"7,262",,"7,402",,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,43,02,Ship Sonars,2136,AN/SQQ-89 Surf ASW Combat System,A,Weapon System Cost,,"133,803",,"134,637",,"144,425",,,,"144,425"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,44,02,Ship Sonars,2150,SSN Acoustic Equipment,A,Weapon System Cost,,"519,272",,"465,824",,"498,597",,,,"498,597"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,45,02,Ship Sonars,2176,Undersea Warfare Support Equipment,A,Weapon System Cost,,"23,436",,"14,247",,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,46,03,ASW Electronic Equipment,2210,Submarine Acoustic Warfare System,A,Weapon System Cost,,"41,695",,"51,514",,"56,482",,,,"56,482"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,47,03,ASW Electronic Equipment,2213,SSTD,A,Weapon System Cost,,"14,550",,"9,647",,"14,915",,,,"14,915"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,48,03,ASW Electronic Equipment,2225,Fixed Surveillance System,A,Weapon System Cost,,"536,796",,"405,854",,"352,312",,"11,000",,"363,312"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,49,03,ASW Electronic Equipment,2237,SURTASS,A,Weapon System Cost,,"33,887",,"45,975",,"31,169",,,,"31,169"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,50,04,Electronic Warfare Equipment,2312,AN/SLQ-32,A,Weapon System Cost,,"325,996",,"182,011",,"461,380",,,,"461,380"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,51,05,Reconnaissance Equipment,2360,Shipboard IW Exploit,A,Weapon System Cost,,"367,452",,"362,099",,"379,908",,,,"379,908"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,52,05,Reconnaissance Equipment,2361,Maritime Battlespace Awareness,A,Weapon System Cost,,"4,079",,"4,680",,"13,008",,,,"13,008"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,53,07,Other Ship Electronic Equipment,2606,Cooperative Engagement Capability,A,Weapon System Cost,,"37,652",,"26,644",,"26,648",,,,"26,648"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,54,07,Other Ship Electronic Equipment,2611,Naval Tactical Command Support System (NTCSS),A,Weapon System Cost,,"14,105",,"13,614",,"7,972",,,,"7,972"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,55,07,Other Ship Electronic Equipment,2614,ATDLS,A,Weapon System Cost,,"50,115",,"68,458",,"58,739",,,,"58,739"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,56,07,Other Ship Electronic Equipment,2618,Navy Command and Control System (NCCS),A,Weapon System Cost,,"3,915",,"3,645",,"3,489",,,,"3,489"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,57,07,Other Ship Electronic Equipment,2622,Minesweeping System Replacement,A,Weapon System Cost,,"16,803",,"16,812",,"16,426",,,,"16,426"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,59,07,Other Ship Electronic Equipment,2657,Navstar GPS Receivers (SPACE),A,Weapon System Cost,,"37,294",,"37,964",,"45,701",,,,"45,701"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,60,07,Other Ship Electronic Equipment,2666,American Forces Radio and TV Service,A,Weapon System Cost,,"2,748",,"3,803",,304,,,,304
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,61,07,Other Ship Electronic Equipment,2676,Strategic Platform Support Equip,A,Weapon System Cost,,"6,433",,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,62,09,Aviation Electronic Equipment,2820,Ashore ATC Equipment,A,Weapon System Cost,,"88,114",,"90,586",,"97,262",,,,"97,262"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,63,09,Aviation Electronic Equipment,2830,Afloat ATC Equipment,A,Weapon System Cost,,"88,309",,"75,508",,"72,104",,,,"72,104"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,64,09,Aviation Electronic Equipment,2851,ID Systems,A,Weapon System Cost,,"59,195",,"59,602",,"52,171",,,,"52,171"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,65,09,Aviation Electronic Equipment,2867,Joint Precision Approach And Landing System (,A,Weapon System Cost,,"3,341",,"7,287",,"5,105",,,,"5,105"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,66,09,Aviation Electronic Equipment,2876,Naval Mission Planning Systems,A,Weapon System Cost,,"34,724",,"42,326",,"60,058",,,,"60,058"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,67,10,Other Shore Electronic Equipment,2900,Maritime Integrated Broadcast System,A,Weapon System Cost,,"7,905",,"7,809",,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,68,10,Other Shore Electronic Equipment,2906,Tactical/Mobile C4I Systems,A,Weapon System Cost,,"51,415",,"65,113",,"64,901",,,,"64,901"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,69,10,Other Shore Electronic Equipment,2914,Intelligence Surveillance and Reconnaissance (ISR),A,Weapon System Cost,,"16,317",,"16,946",,"12,112",,,,"12,112"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,70,10,Other Shore Electronic Equipment,2915,CANES,A,Weapon System Cost,,"467,278",,"440,207",,"534,324",,,,"534,324"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,71,10,Other Shore Electronic Equipment,2920,RADIAC,A,Weapon System Cost,,"15,903",,"38,688",,"31,289",,,,"31,289"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,72,10,Other Shore Electronic Equipment,2925,CANES-Intell,A,Weapon System Cost,,"48,175",,"50,654",,"46,281",,,,"46,281"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,73,10,Other Shore Electronic Equipment,2940,GPETE,A,Weapon System Cost,,"25,744",,"32,005",,"33,395",,,,"33,395"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,74,10,Other Shore Electronic Equipment,2950,MASF,A,Weapon System Cost,,"19,757",,"24,361",,"13,205",,,,"13,205"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,75,10,Other Shore Electronic Equipment,2960,Integ Combat System Test Facility,A,Weapon System Cost,,"6,641",,"6,709",,"11,493",,,,"11,493"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,76,10,Other Shore Electronic Equipment,2970,EMI Control Instrumentation,A,Weapon System Cost,,"4,279",,"4,081",,"3,687",,,,"3,687"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,78,10,Other Shore Electronic Equipment,2981,In-Service Radars and Sensors,A,Weapon System Cost,,"279,545",,"222,607",,"249,656",,,,"249,656"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,79,11,Shipboard Communications,2437,Battle Force Tactical Network,A,Weapon System Cost,,"68,327",,"104,119",,"106,583",,,,"106,583"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,80,11,Shipboard Communications,3010,Shipboard Tactical Communications,A,Weapon System Cost,,"28,574",,"24,602",,"20,900",,,,"20,900"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,81,11,Shipboard Communications,3050,Ship Communications Automation,A,Weapon System Cost,,"103,352",,"103,546",,"162,075",,,,"162,075"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,82,11,Shipboard Communications,3057,Communications Items Under $5M,A,Weapon System Cost,,"14,299",,"9,209",,"11,138",,,,"11,138"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,83,12,Submarine Communications,3107,Submarine Broadcast Support,A,Weapon System Cost,,"71,070",,"129,467",,"113,115",,,,"113,115"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,84,12,Submarine Communications,3130,Submarine Communication Equipment,A,Weapon System Cost,,"82,595",,"68,334",,"84,584",,,,"84,584"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,85,13,Satellite Communications,3215,Satellite Communications Systems,A,Weapon System Cost,,"69,855",,"59,745",,"62,943",,,,"62,943"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,86,13,Satellite Communications,3216,Navy Multiband Terminal (NMT),A,Weapon System Cost,,"37,896",,"163,071",,"63,433",,,,"63,433"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,87,13,Satellite Communications,3222,Mobile Advanced EHF Terminal (MAT),A,Weapon System Cost,,,,,,"220,453",,,,"220,453"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,88,14,Shore Communications,3302,Joint Communications Support Element (JCSE),A,Weapon System Cost,,"3,473",,"4,551",,"3,389",,,,"3,389"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,89,15,Cryptographic Equipment,3415,Info Systems Security Program (ISSP),A,Weapon System Cost,,"153,614",,"155,188",,"191,239",,,,"191,239"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,90,15,Cryptographic Equipment,3417,MIO Intel Exploitation Team,A,Weapon System Cost,,"1,078",,"1,100",,"1,122",,,,"1,122"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,91,16,Cryptologic Equipment,3501,Cryptologic Communications Equip,A,Weapon System Cost,,"17,071",,"15,506",,"7,841",,,,"7,841"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,99,17,Other Electronic Support,2S52,DON TRR-1 (Afloat),A,Weapon System Cost,,"10,347",,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,100,17,Other Electronic Support,2S55,DON Robotics,A,Weapon System Cost,,689,,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,102,17,Other Electronic Support,2S60,DON UAS Video 5 (Afloat),A,Weapon System Cost,,"1,857",,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,103,17,Other Electronic Support,2S62,USN Ashore/Shipboard CONOPS Verification and,A,Weapon System Cost,,"6,489",,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,105,17,Other Electronic Support,2S72,USN (SESEF) Test Ranges,A,Weapon System Cost,,8,,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,106,17,Other Electronic Support,2S74,USN Training Ranges - Codify CONOPS/TTPs,A,Weapon System Cost,,"1,375",,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,107,17,Other Electronic Support,2S75,USN Training Ranges - Spectrum Sensing,A,Weapon System Cost,,500,,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,108,17,Other Electronic Support,2S82,USN EME Sensing and Monitoring,A,Weapon System Cost,,60,,,,,,,,
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,109,17,Other Electronic Support,3620,Coast Guard Equipment,A,Weapon System Cost,,"70,678",,"49,523",,"61,512",,,,"61,512"
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,110,19,Drug Interdiction Support,3820,Other Drug Interdiction Support,A,Weapon System Cost,,"15,102",,,,,,,,
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,112,01,Sonobuoys,4048,Sonobuoys - All Types,A,Weapon System Cost,,"310,972",,"353,441",,"249,908",,"80,000",,"329,908"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,113,03,Aircraft Support Equipment,3640,Minotaur,A,Weapon System Cost,,"5,392",,"5,431",,"5,191",,,,"5,191"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,114,03,Aircraft Support Equipment,4204,Weapons Range Support Equipment,A,Weapon System Cost,,"145,685",,"138,062",,"123,435",,,,"123,435"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,115,03,Aircraft Support Equipment,4213,Aircraft Support Equipment,A,Weapon System Cost,,"159,480",,"121,108",,"91,284",,,,"91,284"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,116,03,Aircraft Support Equipment,4217,Advanced Arresting Gear (AAG),A,Weapon System Cost,,"12,376",,"2,244",,"4,484",,,,"4,484"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,117,03,Aircraft Support Equipment,4219,Electromagnetic Aircraft Launch System (EMALS,A,Weapon System Cost,,"17,472",,"14,702",,"16,294",,,,"16,294"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,118,03,Aircraft Support Equipment,4226,Meteorological Equipment,A,Weapon System Cost,,"19,690",,"17,982",,"13,806",,,,"13,806"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,119,03,Aircraft Support Equipment,4248,Airborne MCM,A,Weapon System Cost,,"8,444",,"10,643",,"9,643",,,,"9,643"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,121,03,Aircraft Support Equipment,4268,Aviation Support Equipment,A,Weapon System Cost,,"82,061",,"105,981",,"111,334",,,,"111,334"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,122,03,Aircraft Support Equipment,4269,UMCS-Unman Carrier Aviation(UCA)Mission Cntrl,A,Weapon System Cost,,"143,612",,"119,561",,"189,553",,,,"189,553"
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,123,03,Aircraft Support Equipment,4604,Architect & Cap for Autonomy in Nav Enter (AR,A,Weapon System Cost,,"1,611",,,,,,,,
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,125,02,Ship Gun System Equipment,5111,Ship Gun Systems Equipment,A,Weapon System Cost,,"16,250",,"6,416",,"7,358",,,,"7,358"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,126,03,Ship Missile Systems Equipment,5227,Harpoon Support Equipment,A,Weapon System Cost,,227,,226,,209,,,,209
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,127,03,Ship Missile Systems Equipment,5231,Ship Missile Support Equipment,A,Weapon System Cost,,"283,972",,"376,830",,"455,822",,,,"455,822"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,128,03,Ship Missile Systems Equipment,5253,Tomahawk Support Equipment,A,Weapon System Cost,,"92,371",,"98,921",,"107,709",,,,"107,709"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,129,04,FBM Support Equipment,5353,CPS Support Equipment,A,Weapon System Cost,,,,,,"67,264",,,,"67,264"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,130,04,FBM Support Equipment,5358,Strategic Missile Systems Equip,A,Weapon System Cost,,"322,524",,"320,691",,"491,179",,"1,820",,"492,999"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,131,05,ASW Support Equipment,5420,SSN Combat Control Systems,A,Weapon System Cost,,"143,975",,"153,237",,"102,954",,,,"102,954"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,132,05,ASW Support Equipment,5429,ASW Support Equipment,A,Weapon System Cost,,"37,301",,"25,362",,"25,721",,,,"25,721"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,133,06,Other Ordnance Support Equipment,5509,Explosive Ordnance Disposal Equip,A,Weapon System Cost,,"25,573",,"26,725",,"24,822",,,,"24,822"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,134,06,Other Ordnance Support Equipment,5510,Directed Energy Systems,A,Weapon System Cost,,,,"3,817",,"2,976",,,,"2,976"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,135,06,Other Ordnance Support Equipment,5543,Items Less Than $5 Million,A,Weapon System Cost,,"4,767",,"3,193",,"3,635",,,,"3,635"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,136,07,Other Expendable Ordnance,5530,Anti-Ship Missile Decoy System,A,Weapon System Cost,,"51,100",,"75,614",,"19,129",,"70,000",,"89,129"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,137,07,Other Expendable Ordnance,5661,Submarine Training Device Mods,A,Weapon System Cost,,"76,903",,"80,248",,"77,889",,,,"77,889"
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,138,07,Other Expendable Ordnance,5664,Surface Training Equipment,A,Weapon System Cost,,"207,231",,"179,974",,"186,085",,,,"186,085"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,141,01,Civil Engineering Support Equipment,6003,Passenger Carrying Vehicles,A,Weapon System Cost,,"3,824",,"3,751",,"3,825",,,,"3,825"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,142,01,Civil Engineering Support Equipment,6007,General Purpose Trucks,A,Weapon System Cost,,"3,943",,"5,795",,"5,489",,,,"5,489"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,143,01,Civil Engineering Support Equipment,6024,Construction & Maintenance Equip,A,Weapon System Cost,,"60,792",,"76,983",,"102,592",,,,"102,592"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,144,01,Civil Engineering Support Equipment,6027,Fire Fighting Equipment,A,Weapon System Cost,,"16,572",,"23,006",,"27,675",,,,"27,675"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,145,01,Civil Engineering Support Equipment,6028,Tactical Vehicles,A,Weapon System Cost,,"26,824",,"36,355",,"37,262",,,,"37,262"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,146,01,Civil Engineering Support Equipment,6033,Amphibious Equipment,A,Weapon System Cost,,"4,501",,"6,454",,"38,073",,,,"38,073"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,147,01,Civil Engineering Support Equipment,6058,Pollution Control Equipment,A,Weapon System Cost,,"2,649",,"3,924",,"4,009",,,,"4,009"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,148,01,Civil Engineering Support Equipment,6060,Items less than $5 Million,A,Weapon System Cost,,"66,251",,"103,014",,"127,086",,,,"127,086"
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,149,01,Civil Engineering Support Equipment,6075,Physical Security Vehicles,A,Weapon System Cost,,"1,285",,"1,301",,"1,297",,,,"1,297"
1810N,"Other Procurement, Navy",N,06,Supply support equipment,151,01,Supply Support Equipment,7025,Supply Equipment,A,Weapon System Cost,,"33,236",,"56,585",,"38,838",,,,"38,838"
1810N,"Other Procurement, Navy",N,06,Supply support equipment,152,01,Supply Support Equipment,7066,First Destination Transportation,A,Weapon System Cost,,"6,322",,"5,863",,"6,203",,,,"6,203"
1810N,"Other Procurement, Navy",N,06,Supply support equipment,153,01,Supply Support Equipment,7069,Special Purpose Supply Systems,A,Weapon System Cost,,"659,095",,"1,000,996",,"643,618",,,,"643,618"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,155,01,Training Devices,8081,Training Support Equipment,A,Weapon System Cost,,"2,082",,"5,341",,"3,480",,,,"3,480"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,156,01,Training Devices,8101,Training and Education Equipment,A,Weapon System Cost,,"102,565",,"75,626",,"75,048",,,,"75,048"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,157,02,Command Support Equipment,8106,Command Support Equipment,A,Weapon System Cost,,"45,068",,"29,698",,"34,249",,,,"34,249"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,158,02,Command Support Equipment,8109,Medical Support Equipment,A,Weapon System Cost,,"17,521",,"10,122",,"12,256",,,,"12,256"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,160,02,Command Support Equipment,8114,Naval MIP Support Equipment,A,Weapon System Cost,,"5,404",,"6,590",,"8,810",,,,"8,810"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,161,02,Command Support Equipment,8118,Operating Forces Support Equipment,A,Weapon System Cost,,"10,749",,"17,056",,"16,567",,,,"16,567"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,162,02,Command Support Equipment,8120,C4ISR Equipment,A,Weapon System Cost,,"7,665",,"33,606",,"36,945",,,,"36,945"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,163,02,Command Support Equipment,8126,Environmental Support Equipment,A,Weapon System Cost,,"52,562",,"47,499",,"42,860",,,,"42,860"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,164,02,Command Support Equipment,8128,Physical Security Equipment,A,Weapon System Cost,,"104,901",,"139,684",,"166,577",,"232,000",,"398,577"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,165,02,Command Support Equipment,8161,Enterprise Information Technology,A,Weapon System Cost,,"41,422",,"42,026",,"42,363",,,,"42,363"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,169,05,Other,8150,Cancelled Account Adjustments,A,Weapon System Cost,,28,,,,,,,,
